(0, 1091)
(0, 100)
(0, 3155)
(0, 1635)
(1, 6808)
(1, 6464)
(1, 1138)
(1, 6606)
(1, 4544)
(1, 3668)
(2, 3841)
(2, 2092)
(2, 4721)
(2, 4478)
(3, 5884)
(3, 6600)
(3, 5079)
(3, 2050)
(3, 15)
(4, 5570)
(4, 2631)
(4, 2078)
(4, 1441)
(4, 3186)
(4, 2199)
(5, 2835)
(5, 1955)
(5, 3465)
(5, 2383)
(5, 2144)
(6, 566)
(6, 1160)
(6, 5494)
(6, 2887)
(7, 794)
(7, 7039)
(8, 6698)
(8, 5929)
(8, 1905)
(9, 5589)
(9, 4132)
(9, 2909)
(9, 536)
(10, 5020)
(10, 5891)
(10, 4927)
(10, 3065)
(10, 5139)
(10, 741)
(11, 3856)
(11, 2761)
(11, 4151)
(11, 1480)
(11, 4654)
(11, 4239)
(11, 7086)
(11, 5234)
(11, 2033)
(11, 392)
(12, 2896)
(12, 1555)
(12, 3086)
(12, 4869)
(12, 5450)
(12, 764)
(12, 2986)
(13, 148)
(13, 4311)
(13, 6829)
(13, 578)
(13, 1414)
(13, 4964)
(13, 6231)
(13, 3056)
(13, 511)
(13, 4467)
(14, 5727)
(14, 1998)
(14, 5677)
(14, 6076)
(14, 4021)
(15, 4261)
(15, 3878)
(15, 90)
(15, 1343)
(15, 4118)
(15, 2810)
(15, 2178)
(15, 1787)
(16, 7213)
(16, 6102)
(16, 2986)
(16, 6944)
(16, 6735)
(16, 6057)
(16, 214)
(16, 3723)
(17, 4341)
(17, 26)
(17, 1914)
(17, 2772)
(17, 4249)
(17, 950)
(18, 3075)
(18, 2576)
(18, 2604)
(18, 2931)
(19, 3909)
(19, 2097)
(19, 7093)
(19, 6556)
(19, 4780)
(19, 3145)
(19, 4201)
(19, 4255)
(19, 3839)
(20, 6692)
(20, 3764)
(20, 316)
(20, 1279)
(20, 1555)
(20, 3201)
(20, 6838)
(21, 4798)
(21, 1305)
(21, 2679)
(22, 6610)
(22, 5354)
(22, 716)
(22, 1053)
(23, 901)
(23, 6832)
(23, 5364)
(23, 583)
(23, 6559)
(23, 321)
(24, 6398)
(24, 6281)
(24, 2155)
(24, 3202)
(24, 932)
(24, 6712)
(24, 3883)
(25, 2459)
(25, 3125)
(25, 330)
(25, 630)
(26, 930)
(26, 4007)
(26, 5763)
(26, 6479)
(26, 6648)
(26, 5563)
(26, 3779)
(26, 3608)
(26, 3646)
(26, 2344)
(27, 2588)
(27, 6864)
(27, 1293)
(28, 6999)
(28, 239)
(28, 4332)
(28, 1461)
(28, 1671)
(28, 6341)
(28, 3097)
(28, 1281)
(28, 52)
(28, 1923)
(28, 6625)
(29, 2671)
(29, 210)
(29, 6215)
(29, 5146)
(29, 6721)
(29, 1360)
(30, 3999)
(30, 1895)
(30, 1669)
(31, 2702)
(31, 4096)
(31, 6196)
(31, 5964)
(31, 3419)
(31, 6104)
(31, 5014)
(31, 4679)
(31, 6442)
(31, 6097)
(31, 5685)
(31, 3543)
(32, 2383)
(32, 1409)
(32, 1254)
(33, 5183)
(33, 2324)
(33, 5762)
(33, 4730)
(33, 4474)
(33, 4676)
(34, 930)
(34, 2631)
(34, 3472)
(34, 6957)
(35, 4011)
(35, 5111)
(35, 1956)
(35, 2755)
(35, 2631)
(35, 5949)
(35, 795)
(35, 3024)
(36, 5082)
(36, 1560)
(36, 4276)
(36, 2579)
(36, 5828)
(36, 210)
(36, 2598)
(36, 775)
(36, 7058)
(37, 4321)
(37, 5382)
(37, 6600)
(37, 4370)
(37, 6700)
(37, 2183)
(38, 1632)
(38, 3049)
(38, 571)
(38, 3251)
(38, 2490)
(38, 5457)
(38, 90)
(38, 2878)
(38, 6894)
(38, 6060)
(38, 4496)
(38, 1701)
(39, 2281)
(39, 6691)
(39, 848)
(39, 1633)
(39, 4231)
(39, 4290)
(39, 89)
(39, 1214)
(39, 2823)
(39, 1517)
(39, 1476)
(40, 3213)
(40, 1190)
(41, 5408)
(41, 2196)
(41, 966)
(41, 337)
(41, 3274)
(41, 1550)
(42, 5469)
(42, 1343)
(42, 5500)
(42, 1135)
(43, 1794)
(43, 6806)
(43, 228)
(43, 3187)
(43, 1805)
(44, 4689)
(44, 1490)
(44, 6005)
(44, 3868)
(45, 2052)
(45, 157)
(45, 3347)
(45, 7203)
(45, 7060)
(46, 7119)
(46, 4195)
(46, 5705)
(46, 4744)
(46, 2548)
(46, 4325)
(47, 6762)
(47, 587)
(47, 5093)
(47, 3085)
(48, 737)
(48, 2359)
(49, 5278)
(49, 4908)
(49, 944)
(49, 5623)
(49, 4988)
(49, 4109)
(49, 2050)
(49, 5086)
(49, 5864)
(49, 4214)
(49, 866)
(50, 5477)
(50, 6503)
(50, 2046)
(50, 726)
(50, 4087)
(51, 6638)
(51, 2307)
(51, 1152)
(51, 6579)
(51, 4770)
(52, 7167)
(52, 2286)
(52, 1130)
(52, 5154)
(52, 1862)
(52, 6887)
(53, 7078)
(53, 1137)
(53, 5726)
(53, 1439)
(53, 6292)
(53, 5712)
(53, 6372)
(53, 6932)
(54, 1980)
(55, 6435)
(55, 5417)
(55, 2178)
(55, 6211)
(55, 1612)
(55, 3994)
(56, 6219)
(56, 1318)
(56, 2046)
(56, 3663)
(56, 4262)
(56, 2707)
(56, 276)
(56, 640)
(57, 6817)
(57, 5897)
(57, 1117)
(57, 489)
(57, 1779)
(58, 6371)
(58, 6353)
(58, 1947)
(58, 4946)
(58, 1140)
(58, 580)
(58, 486)
(58, 2539)
(58, 4963)
(59, 3594)
(59, 4015)
(59, 4031)
(60, 6816)
(60, 7101)
(60, 5794)
(60, 360)
(60, 3006)
(60, 4574)
(61, 774)
(61, 3638)
(61, 5890)
(61, 2013)
(61, 1450)
(61, 4657)
(61, 5247)
(62, 6162)
(62, 7078)
(62, 3410)
(62, 1848)
(62, 5145)
(62, 2740)
(63, 1313)
(63, 6135)
(63, 633)
(63, 3845)
(63, 6568)
(63, 4437)
(63, 3508)
(63, 2492)
(63, 1887)
(63, 5725)
(63, 4679)
(63, 534)
(63, 4017)
(64, 4724)
(64, 3192)
(64, 1389)
(64, 3579)
(64, 287)
(64, 3560)
(64, 5527)
(64, 3314)
(65, 4913)
(65, 1109)
(65, 5677)
(65, 4365)
(65, 4853)
(66, 7100)
(66, 4445)
(66, 7081)
(66, 2184)
(66, 3589)
(66, 5251)
(67, 4677)
(67, 5330)
(67, 6270)
(67, 5106)
(67, 2790)
(68, 3523)
(68, 6907)
(68, 3707)
(69, 4622)
(69, 1958)
(69, 2058)
(69, 6724)
(69, 1258)
(69, 960)
(70, 1958)
(70, 1533)
(70, 5227)
(70, 894)
(70, 1135)
(70, 3046)
(70, 4446)
(70, 2268)
(71, 3773)
(71, 2993)
(71, 2052)
(71, 2390)
(71, 4930)
(72, 3141)
(72, 1575)
(72, 5782)
(72, 1490)
(72, 2931)
(72, 1395)
(72, 7185)
(73, 1840)
(73, 2833)
(73, 1798)
(74, 187)
(74, 5039)
(74, 1070)
(74, 1556)
(75, 4292)
(75, 873)
(75, 4178)
(75, 4898)
(75, 2686)
(75, 568)
(76, 2443)
(76, 6702)
(76, 4719)
(76, 5514)
(76, 2832)
(76, 4692)
(76, 3763)
(76, 3465)
(77, 5463)
(77, 1757)
(77, 5995)
(77, 789)
(77, 460)
(77, 5669)
(77, 5510)
(78, 1855)
(78, 3708)
(79, 7080)
(79, 133)
(79, 1274)
(79, 1968)
(79, 4923)
(80, 6099)
(80, 584)
(80, 3772)
(80, 7141)
(80, 6270)
(80, 4882)
(80, 7119)
(80, 4989)
(80, 1015)
(80, 3297)
(81, 4040)
(81, 2942)
(81, 2516)
(81, 6871)
(82, 6540)
(82, 4768)
(82, 1772)
(82, 5093)
(82, 2593)
(83, 5933)
(83, 1482)
(83, 6757)
(83, 5814)
(83, 1814)
(83, 6014)
(83, 1900)
(83, 6011)
(83, 1135)
(83, 463)
(83, 5167)
(83, 4457)
(83, 4898)
(84, 5635)
(84, 1013)
(84, 3036)
(84, 1604)
(84, 837)
(84, 5108)
(85, 3420)
(86, 4953)
(86, 3385)
(87, 372)
(87, 4725)
(87, 7142)
(87, 4673)
(87, 192)
(87, 5334)
(88, 994)
(88, 2725)
(88, 548)
(88, 5158)
(88, 5919)
(89, 3671)
(89, 5807)
(90, 3703)
(90, 5447)
(90, 7118)
(90, 5758)
(90, 6590)
(91, 6158)
(91, 4104)
(91, 1505)
(91, 3818)
(91, 2945)
(91, 2346)
(91, 1008)
(91, 4296)
(91, 4881)
(91, 6288)
(91, 334)
(92, 6027)
(92, 3107)
(92, 973)
(92, 98)
(93, 160)
(93, 1327)
(93, 1569)
(93, 4615)
(93, 4473)
(94, 4717)
(94, 5577)
(94, 5835)
(94, 4714)
(94, 5297)
(94, 4777)
(94, 2418)
(94, 4399)
(95, 4754)
(95, 3174)
(95, 4227)
(95, 1473)
(95, 1561)
(95, 464)
(95, 4133)
(95, 1171)
(96, 6138)
(96, 2980)
(96, 1001)
(96, 454)
(97, 2309)
(97, 508)
(97, 4919)
(97, 5946)
(97, 1221)
(97, 1424)
(98, 2081)
(98, 2606)
(98, 654)
(98, 4526)
(98, 530)
(98, 4150)
(99, 2574)
(99, 2845)
(99, 2613)
(99, 6181)
(99, 447)
(100, 3690)
(100, 4097)
(100, 3649)
(100, 111)
(100, 5419)
(100, 6198)
(100, 3944)
(100, 5701)
(101, 2823)
(101, 3375)
(101, 5018)
(101, 6265)
(101, 579)
(102, 3382)
(102, 2918)
(102, 1842)
(102, 2486)
(103, 2866)
(103, 2989)
(103, 4550)
(103, 485)
(103, 1577)
(104, 7157)
(104, 1737)
(104, 4725)
(104, 6275)
(104, 1398)
(105, 636)
(105, 6998)
(105, 5967)
(105, 7043)
(105, 1263)
(105, 7110)
(105, 4643)
(105, 3019)
(105, 1948)
(105, 5376)
(105, 2073)
(105, 1644)
(106, 3713)
(106, 2847)
(106, 4791)
(106, 5042)
(106, 2718)
(106, 5841)
(107, 995)
(107, 4018)
(107, 785)
(107, 3020)
(107, 4811)
(107, 1636)
(107, 5445)
(108, 6547)
(108, 1382)
(108, 1577)
(108, 2110)
(108, 2489)
(108, 4205)
(108, 5901)
(108, 1292)
(109, 3192)
(109, 4760)
(109, 2009)
(109, 6362)
(109, 2031)
(109, 5348)
(110, 2376)
(110, 789)
(110, 512)
(110, 6279)
(111, 946)
(111, 7056)
(111, 3800)
(111, 2595)
(112, 3752)
(112, 5257)
(112, 663)
(112, 3284)
(112, 3283)
(112, 5237)
(112, 2772)
(113, 5691)
(113, 4590)
(113, 1846)
(113, 4854)
(113, 6410)
(113, 4111)
(113, 5318)
(113, 6369)
(113, 1125)
(114, 2995)
(114, 4836)
(114, 4744)
(114, 4815)
(114, 6851)
(114, 1575)
(114, 3223)
(115, 3288)
(115, 2229)
(116, 3736)
(116, 4329)
(116, 5992)
(116, 4843)
(116, 7192)
(116, 5906)
(116, 4646)
(116, 3826)
(117, 4938)
(117, 5428)
(117, 203)
(117, 6326)
(117, 881)
(117, 6270)
(117, 647)
(117, 611)
(118, 2733)
(118, 879)
(118, 5937)
(118, 2022)
(118, 1921)
(118, 2455)
(119, 1938)
(119, 4781)
(119, 6787)
(119, 2414)
(119, 3062)
(119, 6998)
(120, 5129)
(120, 3322)
(120, 7039)
(120, 1105)
(120, 2256)
(121, 278)
(121, 4183)
(121, 1390)
(121, 5221)
(121, 474)
(121, 647)
(121, 3163)
(121, 5181)
(121, 5621)
(122, 222)
(122, 5653)
(123, 413)
(123, 256)
(123, 5821)
(123, 1757)
(124, 3005)
(124, 1369)
(124, 6779)
(124, 3705)
(124, 3161)
(125, 6816)
(125, 1454)
(125, 3273)
(126, 4176)
(126, 2224)
(126, 6725)
(126, 4718)
(126, 3286)
(126, 764)
(126, 2162)
(127, 4155)
(127, 5474)
(127, 6893)
(127, 6118)
(128, 6648)
(128, 2172)
(128, 2474)
(128, 4454)
(128, 4038)
(128, 5599)
(129, 6290)
(129, 277)
(129, 6953)
(129, 3481)
(129, 1130)
(129, 2221)
(130, 2820)
(130, 230)
(130, 6045)
(130, 3768)
(130, 563)
(131, 6647)
(131, 5100)
(131, 6642)
(131, 3077)
(131, 1880)
(131, 6776)
(131, 175)
(131, 5392)
(132, 5759)
(132, 5393)
(132, 6086)
(132, 1145)
(132, 4612)
(132, 2212)
(132, 4269)
(133, 6521)
(133, 2039)
(133, 5634)
(133, 749)
(134, 2154)
(134, 7190)
(134, 148)
(134, 3243)
(134, 504)
(134, 2784)
(134, 397)
(134, 5011)
(134, 6480)
(134, 3387)
(135, 574)
(135, 3987)
(135, 1230)
(135, 5343)
(135, 6593)
(136, 1992)
(136, 6092)
(136, 6191)
(136, 2285)
(136, 1496)
(136, 4528)
(136, 1531)
(136, 4368)
(136, 1626)
(136, 3061)
(137, 6012)
(137, 6736)
(137, 182)
(137, 4376)
(137, 2307)
(137, 1934)
(137, 2229)
(137, 3734)
(137, 6138)
(138, 3445)
(138, 630)
(138, 4818)
(138, 2678)
(138, 1879)
(138, 2573)
(138, 6630)
(138, 3003)
(139, 3092)
(139, 7181)
(139, 2743)
(139, 4966)
(139, 4343)
(139, 5107)
(140, 1885)
(140, 548)
(140, 6691)
(140, 6323)
(140, 3869)
(140, 4670)
(140, 5664)
(141, 6258)
(141, 4436)
(141, 4315)
(141, 1945)
(141, 4916)
(141, 5346)
(142, 364)
(142, 1397)
(142, 6032)
(142, 5230)
(142, 4052)
(143, 345)
(143, 4640)
